사업장명,병상수
은내과의원,0
예준치과의원,0
김학동치과의원,0
창동경희한의원,0
스마트한의원,0
서울이비인후과의원,0
연세한치과의원,0
밝은안과의원,0
노영래소아청소년과의원,0
바로바로의원,15
나비석내과의원,0
임상수치과의원,0
이상복치과의원,0
토마토마취통증의학과의원,0
효치과의원,0
강북연세치과의원,0
경희도봉산한의원,0
연세재활의학과의원,0
서울열린치과의원,0
서정치과의원,0
코코모이비인후과의원,1
서울빛안과의원,0
홍한의원,0
전진형이비인후과의원,1
예다움치과의원,0
이소한의원,0
상쾌한이비인후과의원,1
차성수의원,0
유디치과의원,0
연세애드미피부과의원,0
타운내과의원,0
김충길치과의원,0
e-안치과의원,0
도봉구보건소,0
서울최마취통증의학과의원,0
척편한신경외과의원,0
윤앤석내과의원,0
신라의원,0
미소치과의원,0
예일한의원,0
강북권의료복지사회적협동조합 명성의원,0
도봉연세위내과의원,0
노원 톡스앤필의원,0
행복한제이피부과의원,0
화랑윤치과의원,0
클린업피부과의원,0
하이키한의원,0
연세안과의원,0
성모척척마취통증의학과의원,0
상계우리치과의원,0
노원 아이디의원,0
아이디치과의원,0
설명한의원,0
휴킨스피부과의원,0
위대한내과의원,0
온정한의원,0
성모나무정신건강의학과의원,0
좋은날치과의원,0
88플러스내과의원,0
닥터권치과의원,0
바른이정치과의원,0
연세기린소아청소년과의원,0
치우치과의원,0
태능성심의원,0
노원센트럴의원,0
더조은내과의원,0
라두스의원,0
태릉정원내과의원,0
몸편한내과의원,0
삼성더맑은이비인후과의원,0
노원진마취통증의학과의원,12
맑은숨이비인후과의원,2
서울공릉재활의학과의원,0
이오치과의원,0
온재한의원,0
공릉성모마취통증의학과의원,0
이가영산부인과의원,0
삼성플란트치과의원,0
플러스후노원의원,0
하나이비인후과의원,2
중계하늘의원,0
서울미소치과의원,0
로담한의원,0
더웰내과의원,0
한음 한방신경정신과 한의원,0
중계은행사거리 마취통증의학과의원,0
경희오늘한의원,0
중계수내과의원,0
광덕안정한의원,0
경희현한의원,0
김영득마취통증의학과의원,0
예쁨주의쁨의원,0
노원스카이정형외과의원,2
두리이비인후과의원,1
무양한의원,0
상계나무마취통증의학과의원,0
맑을아 의원,0
브라보마취통증의학과의원,0
서울이니셜치과의원,0
뉴욕굿모닝치과의원,0
닥터에버스의원,0
지음치과의원,0
퀸즈성형외과의원,0
삼성바른내과의원,0
중계수치과의원,0
이바른치과교정과치과의원,0
연세정형외과의원,24
예원내과의원,0
서울가정의학과의원,0
청치과의원,0
등초당한의원,0
명가한의원,0
석계항맥외과의원,5
명인한의원,2
서울미치과교정과치과의원,0
김호철방사선과의원,0
김홍란치과의원,0
연세이비인후과의원,0
민현조내과의원,0
천내과의원,0
류용도치과의원,0
상계바론정형외과의원,23
달라스치과의원,0
미래신경과의원,0
함소아한의원,0
공릉치과의원,0
유영근이비인후과의원,0
남서울내과의원,0
노원이서진내과의원,0
김대현내과의원,0
추교영내과의원,0
당고개정형외과의원,0
영치과의원,0
송내과의원,0
이앤정정신건강의학과의원,0
조가정의학과의원,0
문미호소아과의원,0
반석치과의원,0
석계탑치과의원,0
한상호내과의원,0
바른최치과의원,0
자모치과의원,0
하늘별소아청소년과의원,0
조우치과의원,0
마평수치과의원,0
류승관내과의원,0
박상호의원,0
유내과의원,0
연세미페이스치과의원,0
상쾌한아침외과의원,9
경희약손한의원,0
서울이잘난치과교정과치과의원,0
전재현한의원,0
안성민치과의원,0
홍한의원,0
홍종수한의원,0
신웅식내과의원,0
남미현산부인과의원,0
서울의원,0
석계정신과의원,0
연세덴티플러스치과의원,0
슐다이스외과의원,7
평산한의원,0
유피부과의원,0
김준호소아과의원,0
고배성이비인후과의원,0
화진한의원,0
이형일소아과의원,0
이종익내과의원,0
박준범치과의원,0
초이스피부과의원,0
윤내과의원,0
하계성모의원,0
성문의원,0
서울산부인과의원,2
이광기치과의원,0
솔한의원,0
이주용안과의원,0
정소아청소년과의원,0
최정호이비인후과의원,0
하나의원,0
박경빈치과의원,0
우경한의원,0
정성원치과의원,0
유진상내과의원,0
이준영피부과의원,0
서울부부치과의원,0
연세본치과의원,0
김영걸치과의원,0
나비드치과의원,0
임명준안과의원,0
박민주치과의원,0
한재준치과의원,0
백두산한의원,0
홍익한의원,0
제이내과의원,0
중앙치과의원,0
손치과의원,0
심재철치과의원,0
이관철이비인후과의원,0
불암한의원,0
성북치과의원,0
경희인한의원,0
김종섭한의원,0
박성원치과의원,0
정미치과의원,0
좋은치과의원,0
영재한의원,0
고성종의원,0
미치과의원,0
박치과의원,0
조인치과의원,0
상계한의원,0
중계성모정형외과의원,0
안호범성형외과의원,1
박가정의원,0
한마음의원,12
고려의원,0
현치과의원,0
예인치과의원,0
성신한의원,0
김영헌정신과의원,0
최의원,0
함영백소아과의원,0
이필상정형외과의원,0
명인치과의원,0
나철한의원,0
필치과의원,0
명주한의원,0
사계절한의원,0
이지성형외과의원,0
연세스마일치과의원,0
하얀미소치과교정과치과의원,0
중계우리들의원,0
수치과의원,0
벽계한의원,0
문가정의학과의원,0
동산치과의원,0
명치과의원,0
상계연세소아과의원,0
엘림소아청소년과의원,0
김희규이비인후과의원,0
공릉참편한의원,0
열린성모정신건강의학과의원,0
메디홈즈의원,0
척척정형외과의원,4
스마일치과의원,0
상계가정의원,0
실로암의원,0
구인당한의원,0
고운이치과의원,0
고운이치과의원,0
서울모아치과의원,0
피터팬치과의원,0
아이맘정신건강의학과의원,0
노원경희한의원,0
김기중내과의원,0
온누리정형외과의원,26
코아한의원,0
이피부과의원,0
대한체육회부속의원,0
연세미치과의원,0
동의보감한의원,0
이종립한의원,0
세화소아청소년과의원,0
시중한의원,0
퀸스메디산부인과의원,27
퀸스메디소아청소년과의원,0
공릉제일마취과의원,0
오치과의원,0
안이비인후과의원,0
성모안과의원,0
태극한의원,0
한세외과의원,0
이재용치과의원,0
예감치과의원,0
경희해독한의원,0
조성욱치과의원,0
임지연소아청소년과의원,0
청룡마취통증의학과의원,0
서울안과의원,0
서울치과의원,0
서울한의원,0
효성한의원,0
중계의원,0
이홍석한의원,0
연세내과의원,0
공봉택성형외과의원,0
김희섭의원,0
김덕치과의원,0
바른재활의학과의원,0
장대국내과의원,0
현대가정의학과의원,0
강북이지함피부과의원,0
박재순신경정신과의원,0
수정한의원,0
아름다운여성의원,1
수락신경외과의원,0
김이비인후과의원,0
꿈동산치과의원,0
다사랑산부인과의원,4
모모한의원,0
서울성형외과의원,0
김영돈여성외과의원,3
제일정형외과의원,0
장현대치과의원,0
배민득치과의원,0
박규희산부인과의원,0
양영종치과의원,0
평화내과의원,0
상계예일내과의원,0
박성제내과의원,0
연세피부과의원,0
평화치과의원,0
삼송한의원,0
선진한의원,0
오승희산부인과의원,0
닥터김의원,0
홍치과의원,0
약손한의원,0
희락서울가정의학과의원,0
늘사랑의원,0
허브치과의원,0
기쁜가정의학과의원,0
서울경희한의원,0
e-편한치과의원,0
우리의원,0
하얀J피부과의원,0
참사랑한의원,0
이고른치과의원,0
서울H치과의원,0
이원재한의원,0
시원한이비인후과의원,0
행복한피부과의원,0
이스마일치과의원,0
선정신과의원,0
고은소아청소년과의원,0
조은치과의원,0
열린이비인후과의원,0
밴스의원,0
우리가족한의원,0
소망한의원,0
연세주치과의원,0
기독한의원,0
참사랑의원,0
보스안과의원,1
백내과의원,0
필한의원,0
연세임플치과교정과치과의원,0
경희정담한의원,0
이대희서울치과의원,0
소재진한의원,0
최비뇨기과의원,0
태능성심정신건강의학과의원,0
서울하이치과의원,0
스마트의원,0
나무한의원,0
에스엔(SN)재활의학과의원,0
상계대항외과의원,0
경희허브한의원,0
백소아과의원,0
서영택치과의원,0
세일정형외과의원,0
맑고밝은이비인후과의원,0
조세종치과의원,0
노원백비뇨기과의원,3
서울리더스치과의원,0
휴플러스치과의원,0
이가정의학과의원,0
강북연세미치과의원,0
엔유아이씨(N-UIC)치과의원,0
이미지치과의원,0
미소사랑치과의원,0
캘리포니아치과의원,0
무척신통한의원,0
아비쥬의원,0
파티마의원,0
서울본치과의원,0
한의원혜민서,0
수광한의원,0
라임치과의원,0
월계수한의원,0
경희나린한의원,0
미담한의원,0
보명한의원,0
경원한의원,0
은혜부부치과의원,0
서울용치과의원,0
바른이비인후과의원,2
토론토행복치과의원,0
경희모세한의원,0
연세프렌즈소아청소년과의원,0
서울삼성내과의원,0
자연과한의원,0
석계치과의원,0
노원성모안과의원,0
새하늘이비인후과의원,0
방용석한의원,0
시카고치과의원,0
밝은미래안과의원,0
이편한치과의원,0
올리브산부인과의원,0
럼플란트치과의원,0
연세마디튼튼의원,0
태릉씨티치과의원,0
연세키즈소아청소년과의원,0
호21C치과의원,0
서울미소그린치과의원,0
구명삼치과의원,0
세브란스치과의원,0
파티마피부과의원,0
월계현대치과의원,0
한정형외과의원,0
서울플러스안과의원,4
박화영소아청소년과의원,0
이병희이비인후과의원,0
푸른치과의원,0
한마음가정의원,0
뉴욕치과의원,0
홍인한의원,0
마들웰치과의원,0
무릅부부한의원,0
노원연세하나로이비인후과의원,2
상계연세하나로이비인후과의원,1
노원구보건소,0
노원구보건지소,0
서울동아의원,0
박현숙소아과의원,0
중앙외과의원,0
방대홍영상의학과의원,0
윤이비인후과의원,0
최진수안과의원,0
권비뇨기과의원,0
김안과의원,0
연세산부인과의원,0
위앤장(We&Jang)이원표내과의원,0
장일중내과의원,0
연세김&이소아과의원,0
이종호비뇨기과의원,0
김재면내과의원,0
김경수내과의원,0
문비뇨기과의원,0
박경숙산부인과의원,0
박명제치과의원,0
상계신경정신과의원,0
공릉서울치과의원,0
하동욱안과의원,0
경희한의원,0
이사랑치과의원,0
서울정치과의원,0
보람성모내과의원,0
은빛가정의원,0
홍익치과의원,0
안수민치과의원,0
상계성모의원,0
홍성환산부인과의원,3
씨에스치과의원,0
최소아과의원,0
장애숙산부인과의원,3
송영훈소아청소년과의원,0
박창후치과의원,0
김병준치과의원,0
노원신경정신과의원,0
이호성비뇨기과의원,0
박희운치과의원,0
중계제일의원,0
이철민치과의원,0
강지천한의원,0
이태형한의원,0
김태진치과의원,0
구재용치과의원,0
미즈아이의원,3
동문치과의원,0
기파랑한의원,0
제일성모의원,0
해독한의원,0
현대내과의원,0
솔재활의학과의원,0
이지성이비인후과의원,0
이경태치과의원,0
선한마음치과의원,0
노원빛사랑안과의원,0
어비뇨기과의원,3
노원방사선과의원,0
전성일정신건강의학과의원,0
웰비뇨기과의원,0
부령한의원,0
김영주내과의원,0
김영순이비인후과의원,0
신내과의원,0
최병기치과의원,0
보스톤치과의원,0
대성한의원,0
김연성치과의원,0
구소아청소년과의원,0
제일산부인과의원,0
서태헌안과의원,0
큐빅산부인과의원,1
노원치과의원,0
예손치과의원,0
김천수한의원,0
청담해독한의원,0
김지호산부인과의원,4
경귀준치과의원,0
이준희이비인후과의원,0
일월한의원,0
중계본정형외과의원,0
서울외과의원,0
리멤버피부과의원,0
삼성편한내과의원,0
연세탑정형외과의원,1
연세퍼스트원 치과의원,0
퍼스트원 치과교정과치과의원,0
연세차오름의원,1
서울턱구강내과치과의원,0
해아림 한의원,0
중계퍼스트정형외과의원,0
청담사암한의원,0
하늘체 한의원,0
연세힐정신건강의학과의원,0
스카이서울안과의원,0
탑메디피부과의원,0
인우치과의원,0
닥터로피부과의원,0
푸름외과의원,4
좋은꿈참사랑 한의원,0
고움의원,0
연세우리안과의원,0
이재철한의원,0
척척명의원,0
임플라인치과의원,0
피오나여성의원,0
신항외과의원,8
고은미즈의원,0
서울비뇨기과의원,0
비타민치과의원,0
선이고운연세치과의원,0
에이스항외과의원,9
연세준치과의원,0
노원인플란트치과의원,0
노원 다담한의원,0
우리이비인후과의원,0
여진주한의원,0
해율한의원,0
제민통합내과정형외과의원,0
CL성형외과의원,0
원더플란트치과의원,0
우주가정의학과의원,0
바른임플치과의원,0
본치한의원,0
자연휴한의원,0
노원백정형외과의원,1
연치과의원,0
편한을지의원,0
아침향기한의원,0
에이원치과의원,0
수비뇨기과의원,0
상계율치과의원,0
김앤조서울정형외과의원,20
시카고백중치과의원,0
미즈아이프라자산부인과의원,8
사계절에스한의원,0
리안성형외과의원,0
키움남성비뇨기과의원,2
연세밝은안과의원,0
함께걸음마을한의원,0
인연합치과의원,0
일맥한의원,0
브라운스톤치과의원,0
경희용한의원,0
W(더블유)치과의원,0
태안과의원,0
새연세정형외과의원,26
미래비뇨기과의원,0
서울이튼치과의원,0
예담치과의원,0
눈에빛안과의원,0
한솔치과의원,0
가람한의원,0
양우석신경과의원,0
인덕한의원,0
윤세훈치과의원,0
비앤비이비인후과의원,1
연세아너스치과의원,0
노원플러스치과의원,0
상계아산내과의원,0
하늘마음한의원,0
서울맥마취통증의학과의원,2
경희효한의원,0
경아치과의원,0
디딤정신건강의학과의원,0
미유여성외과의원,1
규림한의원,0
송찬우마취통증의학과의원,0
경희미한의원,0
조아한의원,0
포도나무치과의원,0
베스트CK의원,0
유앤영피부과의원,0
연세화랑의원,0
상계심내과의원,0
풀잎한의원,0
아이누리한의원,0
건강미소내과의원,0
오아로피부과의원,0
다담에스한의원,0
365MC의원,0
세이유외과의원,0
노원척의원,0
연세소울정신건강의학과의원,0
발머스한의원,0
김앤박내과의원,0
월계의원,0
자윤한의원,0
유정의원,11
하늘치과의원,0
감동치과의원,0
로하셀한의원,0
성모연합의원,0
박상근신경외과의원,0
기쁨소아청소년과의원,0
서울에이스정형외과의원,0
디자인치과의원,0
경희잘한다한의원,0
새서울연합의원,29
수재활의학과의원,0
서울아인치과의원,0
우리들이비인후과의원,0
서울연합의원,0
메이드유의원,0
서울성모정형외과의원,4
마들수내과의원,0
우리한의원,0
참내과의원,0
희한의원,0
닥터큐의원,0
편한내과의원,0
정가정의학과의원,0
마이키즈치과의원,0
화한의원,0
W서울화이트치과의원,0
소생한의원,0
튼튼마디한의원,0
태릉본비뇨기과의원,0
위강한의원,0
중계튼튼의원,0
바른몸채담한의원,0
리라치과의원,0
성모바른정형외과의원,0
상계맑은내과의원,0
연세바른치과의원,0
연세신통마취통증의학과의원,0
이튼치과의원,0
호수빈한의원,0
코숨온누리한의원,0
고침한의원,0
차앤박피부과의원,0
덴타피아치과의원,0
서울화이트치과의원,0
굿모닝소아청소년과의원,0
명한의원,0
화인마취통증의학과의원,0
고운결한의원,0
금문치과의원,0
포에버의원,0
영광한의원,0
제일다온한의원,0
플러스치과의원,0
맑은머리신경과의원,0
(의)새생명의료재단 서울새생명의원,0
마이스킨피부과의원,0
백암한의원,0
서울아이정신과의원,0
서울에스엔재활의학과의원,0
서울정가정의학과의원,0
다솜이비인후과의원,1
연세스타일치과의원,0
서울열린치과의원,0
예랑마취통증의학과의원,0
드림이비인후과의원,0
서울준치과의원,0
애플소아청소년과의원,0
서울진피부과의원,0
서울수락치과의원,0
서울이편한치과의원,0
김태영정신건강의학과의원,0
서울하이안치과의원,0
인애한의원,0
노충희비뇨기과의원,0
연세거뜬정형외과의원,0
서울더바른치과교정과치과의원,0
서울조은치과의원,0
정정권치과의원,0
선두외과의원,20
경희백세한의원,0
웃는아이치과의원,0
함께걸음마을치과의원,0
생기한의원,0
동아의원,0
이레한의원,0
더바른한의원,0
연세봄치과의원,0
키즈니치과의원,0
경희비웰한의원,0
재이한의원,0
서울제니스치과의원,0
선이비인후과의원,0
비타민한의원,0
존스킨한의원,0
굳쎈정형외과의원,17
고려가정의학과의원,0
서울뜻이룸치과의원,0
베스트가정의학과의원,0
경희백한의원,0
미래의원,0
코리아정형외과의원,0
미앤미의원,0
에비뉴여성의원,0
삼성드림이비인후과의원,5
노원연세성형외과의원,0
연세주니어치과의원,0
연세웰치과의원,0
후한의원,0
제이스(J.S)비뇨기과의원,0
서울원플란트치과의원,0
해맑은의원,0
온마들한의원,8
신통방통마취통증의학과의원,0
경희김영환한의원,0
연세사랑니치과의원,0
휴한의원,0
중앙의원,0
센트럴치과의원,0
서울스카이정형외과의원,0
경희탑한의원,0
태릉밝은안과의원,0
중앙드림치과의원,0
미소아이안과의원,0
현담한의원,0
진내과의원,0
365봄한의원,13
권오민마취통증의학과의원,0
공릉의원,0
새봄재활의학과의원,0
닥터쁘띠의원,0
365열린내과의원,0
김순진성형외과의원,0
행복한마음한의원,0
경희느릅나무한의원,0
노원성모정형외과의원,0
나래마취통증의학과의원,0
은행나무한의원,0
정영기한의원,0
명성한의원,0
윤앤정와이앤제이성형외과의원,0
힐링산부인과의원,0
중계윌내과의원,0
노원한의원,0
늘푸른한의원,0
삼성드림소아청소년과의원,0
권내과의원,0
기분조은이비인후과의원,0
서울메이플치과교정과치과의원,0
샤인빔의원,0
노원마디본의원,0
퍼스트 성모안과의원,1
서울으뜸치과의원,0
오른치과의원,0
서울더플랜치과의원,0
비타민가정의원,0
로젤의원,0
좋은날피부과의원,0
지앤선소아청소년과의원,0
텐의원,0
휴림내과의원,0
권소아청소년과의원,0
월오한의원,0
더힐즈의원,0
아이엠유의원,0
바른치과의원,0
서울사랑치과의원,0
삼성바른신경외과의원,0
서울오거리치과의원,0
오렌지한의원,22
백세내과의원,0
유드림의원,0
연세윤내과의원,0
척척마취통증의학과의원,0
건강드림의원,0
구산보건지소,0
응암보건지소,0
하나내과의원,0
하나경희한의원,0
이가튼튼치과의원,0
참편한마취통증의학과의원,0
연신내치과의원,0
사과나무치과의원,0
서울우리치과의원,0
재인치과의원,0
신재활의학과의원,0
수한의원,0
뉴타운드림유비뇨기과의원,0
더바른마취통증의학과의원,0
금강한의원,0
연세호치과의원,0
연세영피부과의원,0
미소가인피부과의원,0
서울리더스치과의원,0
밝은내일안과의원,1
임플라인치과의원,0
연세봄치과의원,0
조은성모의원,0
서울이웃치과의원,0
닥터박고은치과의원,0
가나다한의원,0
호담한의원,0
아벨피부과의원,0
은평함소아한의원,0
삼성레이디여성의원,0
자명한의원,0
구파발정형외과의원,25
연세메트로마취통증의학과의원,0
고려마취통증의학과의원,0
경희청담한의원,0
서울금플란트치과의원,0
강북삼성내과의원,0
문성준치과의원,0
삼성속편한의원,0
경희허준한의원,9
이엔유치과의원,0
타임한의원,0
해모수한의원,0
바른우리치과의원,0
더블유와이드치과의원,0
상하치과의원,0
더편한이비인후과의원,1
라온정형외과신경외과의원,16
미소야치과의원,0
건강그린내과의원,0
삼성서울키즈소아청소년과의원,0
할아버지한의원,0
물댄동산치과의원,0
서울주치과의원,0
명인한의원,0
두오안과의원,0
약손부부한의원,0
송내과의원,0
연세우리치과의원,0
퀀텀정형외과의원,0
서울탑의원,0
바른마음치과의원,0
구파발이한의원,0
경희정한의원,0
장산한의원,0
서울덴치과의원,0
휴란트치과의원,0
우리사랑내과의원,0
문화한의원,19
이윤진산부인과의원,0
이엔치과의원,0
참미소치과의원,0
서울나무치과의원,0
새하얀피부과의원,0
경희튼튼한의원,0
화이트치과의원,0
연신내메이퓨어의원,0
그린미소마취통증의학과의원,0
경희아이한의원,0
단전한의원,0
조이내과의원,0
연세숲정신건강의학과의원,0
미소샘치과의원,0
경희한의원,0
맑은숲한의원,0
뉴타운경희한의원,0
백세한의원,0
기분좋은연세365의원,0
(의) 열린의료재단 연신내열린의원,0
닥터나인의원,0
서울제일한의원,0
연신내경희한의원,0
닥터굿플란트치과의원,0
서울에스치과의원,0
이지웰치과의원,0
참명인한의원,0
살림의료복지사회적협동조합 살림치과의원,0
서울해치과의원,0
성도치과의원,0
해바람한의원,0
경희소금빛한의원,0
자연과한의원,0
쾌통한의원,0
좋은이비인후과의원,0
올곧은치과의원,0
불광신광한의원,0
참조은플란트치과의원,0
새서울정형외과의원,0
홍선생치과교정과치과의원,0
황치과의원,0
화인마취통증의학과의원,0
바른성모정형외과의원,0
엔유성형외과의원,0
수지정형외과의원,0
서울플랜트치과의원,0
연세내과의원,0
코앤코이비인후과의원,1
살림의료복지사회적협동조합살림의원,0
참뿌리한의원,10
서울어린이치과의원,0
소천안과의원,0
진이비인후과의원,1
유디치과의원,0
서울연신내한의원,0
소영한의원,0
닥터정이비인후과의원,0
조응휘미치과의원,0
서울필치과의원,0
삼성키즈소아청소년과의원,0
김앤유이비인후과 가정의학과 연합의원,0
예지소아청소년과의원,0
불광탑재활의학과의원,0
은평뉴타운치과의원,0
사계절치과의원,0
생록한의원,0
하나치과의원,0
마이디피부과의원,0
엄마사랑한의원,10
문평한의원,0
은평경희부부한의원,0
뿌리사랑치과의원,0
서울성모내과의원,0
영주한의원,0
신세계한의원,0
에이플러스치과의원,0
김학수정형외과의원,0
보스톤연합치과의원,0
기쁨이샘솟는치과의원,0
경희다솜한의원,0
유플러스치과의원,0
사암한의원,0
서울웰치과의원,0
연세제일의원,0
최효순마취통증의학과의원,0
로즈마리힐치과의원,0
지인한의원,0
증산밝은미소치과의원,0
강변내과의원,9
강변정형외과의원,17
서울이레안과의원,0
은덕한의원,0
서울대통마취통증의학과의원,0
이봄치과의원,0
연세우리피부과의원,0
은평더바른신경외과의원,0
다온삼성정형외과의원,0
서울바른플란트치과의원,0
녹번상쾌한이비인후과의원,0
은평성모이비인후과의원,2
은평연세가정의학과의원,0
나은성모내과의원,0
이자경마취통증의학과의원,0
나인마취통증의학과의원,0
녹번삼성키즈소아청소년과의원,0
우리연합의원,0
은혜내과의원,0
이야기치과의원,0
위더스이비인후과의원,0
조은내과의원,0
은평희망찬안과의원,0
은혜소아청소년과의원,0
하늘향기한의원,0
은평좋은한의원,0
안피부과의원,0
은평우리치과의원,0
올스마일치과의원,0
청구경희한의원,0
불광튼튼척의원,0
더바른내과의원,0
은평한의원,0
광덕안정한의원,0
새벽치과의원,0
새벽한의원,0
박병철마취통증의학과의원,0
소통한의원,0
불광서울안과의원,0
서울지음정신건강의학과의원,0
구산탑정형외과의원,0
봄그린외과의원,4
불광편안한재활의학과의원,0
위풍당당재활의학과의원,0
연나무치과의원,0
연세참소아청소년과의원,0
서울스마트치과의원,0
서울올바른치과의원,0
연세다올치과의원,0
은평본정형외과의원,0
수이치과의원,0
서울성모OK의원,0
샤인스타의원,0
365봄한의원,0
서울공감치과의원,0
마디엠한의원,0
이로여성의원,0
일등경희한의원,0
365청추나한의원,10
은평아이디의원,0
한세성모안과의원,0
감동플러스치과의원,0
성모튼튼신경외과의원,1
서울퍼펙트정형외과의원,0
살림의료복지사회적협동조합 살림한의원,0
서울녹번치과의원,0
은평플러스내과의원,0
신사한의원,0
예맥당한의원,0
시원플란트치과의원,0
별소아청소년과의원,0
은평진내과의원,0
바른생각치과의원,0
예스필의원,0
정 치과보존과 치과의원,0
두리이비인후과의원,0
에스앤비한의원,0
프리즘의원,0
녹번한의원,0
안심내과의원,0
디테일탑치과의원,0
녹번연세정형외과의원,0
톡스앤필의원,0
365이화웃는세상의원,0
서울바정치과의원,0
치유정신건강의학과의원,0
연아한의원,0
연세제일내과의원,0
경희청한의원,0
마음그림정신건강의학과의원,0
은평더맑은의원,0
은평바른한의원,0
연세본이비인후과의원,1
은평탑내과의원,0
연신내신통방통신경외과의원,0
달리마정형외과의원,0
아이넷한의원,0
더조은마디의원,0
맑은수피부과의원,0
성모서울정신건강의학과의원,0
백년약속치과의원,0
연세위드치과의원,0
서울신통의원,0
효인한의원,0
연세하나치과의원,0
원가정의학과의원,0
미소를만드는치과의원,0
연세우리내과의원,0
나인의원,0
세화산부인과의원,0
모아가정의학과의원,0
정원의원,0
황이숙내과의원,0
경희수한의원,0
프라임치과의원,0
은평경희한의원,0
이금자소아과의원,0
나눔한의원,0
삼화한의원,0
서울장문외과의원,12
센트럴치과의원,0
김한의원,0
이재욱한의원,0
연세사랑의원,0
바른정형외과의원,0
서울수치과의원,0
연세예일의원,0
연세하늘치과의원,0
민마취통증의학과의원,0
연세가정의학과의원,0
조이치과의원,0
한빛성모안과의원,0
연세가정의원,0
원치과의원,0
세종한의원,0
불광연세가정의학과의원,0
가톨릭정형외과의원,0
치아나라치과의원,0
거북이한의원,0
보원한의원,0
서울고운누리치과교정과치과의원,0
하나정형외과의원,0
화성한의원,0
서부성모의원,0
정이비인후과의원,0
이병석안과의원,0
팜스치과의원,0
김두천비뇨기과의원,0
경희약손한의원,0
은평밝은내과의원,0
리엔유산부인과의원,1
금두꺼비한의원,0
응암서울정형외과의원,0
김옥진치과의원,0
박미숙산부인과의원,0
새은치과의원,0
영신치과의원,0
소망한의원,0
은평튼튼의원,0
은평타임치과의원,0
삼성바른내과의원,0
문병철정형외과의원,0
우리가정의원,0
유정내과의원,0
김종민치과의원,0
연세탑치과의원,0
봄빛미소치과의원,0
바로편한신경외과의원,0
참경희한의원,0
승리한의원,0
척척마디의원,0
연신내사암한의원,0
현명한플란트치과의원,0
예일소아청소년과의원,0
한사랑의원,0
예담한의원,0
동양당한의원,0
자향한의원,0
편한마음정신과의원,0
동춘당한의원,0
로쉬여성의원,0
홍석호내과의원,0
민현준내과의원,0
연신내바른내과의원,0
지성마취통증의학과의원,0
맑을찬한의원,0
김재만내과의원,0
한마음이비인후과의원,1
새연세재활의학과의원,0
로제성형외과의원,0
준이비인후과의원,0
숭실한의원,0
바를정치과의원,0
(의) 열린의료재단 은평열린의원,0
최내과의원,0
청담한의원,0
강북제일외과의원,0
아이러브치과의원,0
인수당한의원,0
가인치과의원,0
홍익안과의원,0
드림성모안과의원,0
영진정형외과의원,0
대학한의원,0
김정균치과의원,0
김치과의원,0
최원종치과의원,0
이해진소아청소년과의원,0
은평서울정형외과의원,25
우리신경외과의원,0
최씨명가한의원,0
수연세재활의학과의원,0
다인치과의원,0
대조한의원,0
라인치과의원,0
주안과의원,0
한빛내과의원,0
오라클피부과의원,0
오엘치과의원,0
윤소아과의원,0
늘편한내과의원,0
김앤박마취통증의학과의원,0
햇님치과의원,0
이브산부인과의원,0
성모의원,0
예일가정의학과의원,0
오천석치과의원,0
은평치과의원,0
아이제일산부인과의원,23
정한의원,0
한마음의원,0
한결치과의원,0
김기창안과의원,0
은평우태하피부과의원,0
응암굿모닝치과의원,0
휴먼피부과의원,0
미즈의원,0
조은이비인후과의원,1
보스톤유니온치과의원,0
수앤미치과의원,0
문화정신건강의학과의원,0
김우요내과의원,0
김원중내과의원,0
연세이비인후과의원,0
이선구장원철내과의원,0
의료법인모덕의료재단 동민정신건강의학과의원,0
헤리플란트치과의원,0
은평성모정형외과의원,0
임현성내과의원,0
동의보감한의원,0
정승기정형외과의원,5
최성환이비인후과의원,0
현부부치과의원,0
이상각이비인후과의원,0
백수진가정의학과의원,0
신성한의원,0
홍가정의학과의원,0
빛나리치과의원,0
우리들한의원,0
경락한의원,0
김진치과의원,0
조선치과의원,0
서부성심의원,0
홍비뇨기과의원,0
중국중화한의원,0
밝은빛안과의원,0
은산부인과의원,0
최윤영산부인과의원,0
경희장수한의원,0
류비뇨의학과의원,0
신사호이비인후과의원,0
가로세로한의원,0
미소지앤의원,0
세련치과의원,0
은혜산부인과의원,29
구산한의원,0
김성우내과의원,0
OK부부치과의원,0
연세열린의원,0
응암연세치과의원,0
구파발경희한의원,0
이윤치과의원,0
연세학문외과의원,6
굿모닝치과의원,0
맘스미산부인과의원,3
고른e치과교정과치과의원,0
민트치과의원,0
한양재활의학과의원,0
세브란스의원,0
대조신한의원,0
연세여우치과의원,0
활기찬재림한의원,0
평화한의원,0
박병섭내과의원,0
박근태내과의원,0
우리눈안과의원,0
연세드림치과의원,0
조소아과의원,0
명인의원,0
구세산부인과의원,0
엄대식이비인후과의원,0
주홍돈내과의원,0
연세안과의원,0
황정욱한의원,0
제일경희한의원,0
제일가정의학과의원,0
수색신경외과의원,0
은평미피부과의원,0
이범정정신건강의학과의원,0
OK(오케이)내과의원,0
서울다나의원,0
활기찬정형외과의원,0
골드플러스치과의원,0
예뻐지는의원,0
대림본한의원,0
류종상내과의원,0
연세가족사랑의원,0
삼성한의원,0
이노치과의원,0
서울다조은치과의원,0
엘비뇨기과의원,0
