,Unnamed: 0,사업장명,업태구분명,상세영업상태명,도로명전체주소,진료과목내용명,소재지전화,병상수,의료인수,입원실수,총면적_scaler,경도,위도
4926,4926,실로암의원,의원,영업중,서울특별시 노원구 초안산로 19 (월계동),내과,995-9953,0,1,0,0.0001410419841976,127.05125011284233,37.62956890440183
4927,4927,구인당한의원,한의원,영업중,"서울특별시 노원구 노원로22길 77 (중계동, 건영아파트)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과",02-930-1525,0,1,0,0.0001207443618603,127.07140514291528,37.64858822505198
4928,4928,고운이치과의원,치과의원,영업중,"서울특별시 노원구 덕릉로60길 188, 2층 (월계동)",치과,998-7528,0,1,0,0.0001446045731767,127.04097380626712,37.63248130359431
4929,4929,고운이치과의원,치과의원,영업중,"서울특별시 노원구 노원로1길 9, 3층 (공릉동, 해중빌딩)",치과,972-4700,0,1,0,0.0001022554385432,127.08350291427844,37.62219247505329
4930,4930,서울모아치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1554, 303호 (상계동, 다래빌딩)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과",02-935-2804,0,1,0,0.0002943611981078,127.05462571335536,37.66718694571643
4931,4931,피터팬치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1018, 4층 (공릉동, 태주빌딩)",치과,02-971-2275,0,1,0,0.0001926173108025,127.07198040107625,37.62099329920831
4932,4932,아이맘정신건강의학과의원,의원,영업중,"서울특별시 노원구 노해로 482, 3층 (상계동, 덕영빌딩)",정신건강의학과,951-0270,0,1,0,9.090996287142844e-05,127.05884204944437,37.6542266456466
4933,4933,노원경희한의원,한의원,영업중,"서울특별시 노원구 동일로 1363, 202,203,204호 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-951-3336,0,2,0,0.0002166784886766,127.0583753518838,37.65041785880501
4934,4934,김기중내과의원,의원,영업중,서울특별시 노원구 덕릉로 781 (상계동),내과,939-8317,0,1,0,0.0001735620271862,127.0752981571858,37.66702474001161
4935,4935,온누리정형외과의원,의원,영업중,"서울특별시 노원구 덕릉로 669, 세양빌딩 2층 (중계동)","내과, 외과, 정형외과, 신경외과, 재활의학과",02-932-7575,26,2,8,0.0012558948287194,127.07169180119814,37.65737908678555
4936,4936,코아한의원,한의원,영업중,"서울특별시 노원구 동일로204가길 34 (중계동, 302호,303호)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-3296-0270,0,1,0,0.0003017786910591,127.06534613940308,37.64074925355388
4937,4937,이피부과의원,의원,영업중,"서울특별시 노원구 한글비석로 474, 보람상가203호 (상계동)",피부과,937-2345,0,1,0,7.565477416611438e-05,127.06258227723072,37.6648569609891
4938,4938,대한체육회부속의원,의원,영업중,"서울특별시 노원구 화랑로 727 (공릉동, 대한체육회선수촌)","재활의학과, 가정의학과",02-970-0062,0,2,0,0.0018341121548684,127.09456912121398,37.63621654958951
4939,4939,연세미치과의원,치과의원,영업중,"서울특별시 노원구 석계로9길 25, 2층 (월계동)",치과,913-2275,0,1,0,0.000157576050998,127.06005485640756,37.61695028352533
4940,4940,동의보감한의원,한의원,영업중,"서울특별시 노원구 월계로45길 28, 2층 2호 (월계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-998-2500,0,1,0,0.0001997059493865,127.04836355510872,37.62694078344104
4941,4941,이종립한의원,한의원,영업중,"서울특별시 노원구 한글비석로 471 (상계동, 상계빌딩)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-939-7575,0,1,0,0.0002100283225823,127.06267523527072,37.66411845029165
4942,4942,세화소아청소년과의원,의원,영업중,"서울특별시 노원구 화랑로 325, 2층 (월계동, 우현빌딩)","내과, 소아청소년과, 이비인후과, 피부과",02-914-7575,0,1,0,0.0002236209697641,127.06116123856415,37.61490731052992
4943,4943,시중한의원,한의원,영업중,서울특별시 노원구 한글비석로52길 18 (상계동),"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-932-2281,0,1,0,0.0001006294363938,127.06363648224668,37.66529886443603
4944,4944,퀸스메디산부인과의원,의원,영업중,서울특별시 노원구 동일로 1059 (공릉동),산부인과,2289-2800,27,28,19,0.0033106499943592,127.07003356899006,37.62451941509946
4945,4945,퀸스메디소아청소년과의원,의원,영업중,서울특별시 노원구 동일로 1059 (공릉동),"내과, 소아청소년과, 이비인후과",948-7599,0,6,0,0.000360424386561,127.07003356899006,37.62451941509946
4946,4946,공릉제일마취과의원,의원,영업중,"서울특별시 노원구 섬밭로 156 (공릉동, 공릉2단지아파트)",마취통증의학과,02-979-2004,0,2,0,0.0001632396539903,127.0665402153892,37.63027399125083
4947,4947,오치과의원,치과의원,영업중,"서울특별시 노원구 한글비석로 401, 광세당약국 (상계동)",치과,938-6954,0,1,0,0.0001360360899398,127.06857499393816,37.660593723564624
4948,4948,안이비인후과의원,의원,영업중,"서울특별시 노원구 한글비석로 253, 303호 (중계동, 세신프라자)",이비인후과,930-3880,0,1,0,0.0001543788557603,127.07346003442676,37.65042424238392
4949,4949,성모안과의원,의원,영업중,"서울특별시 노원구 한글비석로 253, 202호 (중계동, 세신프라자)",안과,934-1113,0,1,0,0.000111810484882,127.07346003442676,37.65042424238392
4950,4950,태극한의원,한의원,영업중,"서울특별시 노원구 동일로 1374, 미산빌딩 301호 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",29313336,0,1,0,0.0001018717751147,127.05889176528446,37.65130714813844
4951,4951,한세외과의원,의원,영업중,"서울특별시 노원구 동일로 1624, 통일상가 (상계동)","내과, 외과, 정형외과, 소아청소년과, 비뇨의학과",02-939-3993,0,1,0,0.0005701969335243,127.05296820188624,37.673366800041165
4952,4952,이재용치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1426, 204호 (상계동, 미도빌딩)",치과,02-932-7204,0,1,0,0.0001298974750835,127.05765662554144,37.65600280923843
4953,4953,예감치과의원,치과의원,영업중,"서울특별시 노원구 동일로207길 18, 206호 (중계동, 그린아파트B상가)",치과,02-979-2828,0,1,0,0.0001248733111387,127.06039165205368,37.6443712726582
4954,4954,경희해독한의원,한의원,영업중,"서울특별시 노원구 동일로 1701, 207호 (상계동, 희성오피앙)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",933-3926,0,1,0,0.0002266902771922,127.05199866845156,37.68027003021809
4955,4955,조성욱치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1393, 일신프라자 4층 404호 (상계동)",치과,951-8275,0,1,0,0.0001294224632196,127.05762493755572,37.65294148539128
4956,4956,임지연소아청소년과의원,의원,영업중,"서울특별시 노원구 공릉로32길 56, 2층 (공릉동)","내과, 소아청소년과, 안과, 이비인후과, 피부과, 가정의학과",972-5724,0,1,0,0.0001956683485436,127.07939649523288,37.621699655014574
4957,4957,서울안과의원,의원,영업중,"서울특별시 노원구 동일로 1401, 303호 (상계동, 상아빌딩)",안과,951-1231,0,1,0,0.0002029579536854,127.05744772624968,37.65356503151005
4958,4958,서울치과의원,치과의원,영업중,"서울특별시 노원구 상계로 309-1, 명륜빌딩 4층 (상계동)",치과,02-3391-5989,0,1,0,0.0001463401934485,127.0771216736627,37.6708797727478
4959,4959,서울한의원,한의원,영업중,"서울특별시 노원구 노원로34길 116, 서울한의원 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",02-3391-4477,0,2,0,0.0001271387523356,127.06344283809872,37.664117859870174
4960,4960,효성한의원,한의원,영업중,"서울특별시 노원구 상계로27길 15 (상계동, 석경빌딩)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",02-3391-6133,0,1,0,0.0003348468246598,127.06730302618855,37.65920780428014
4961,4961,중계의원,의원,영업중,"서울특별시 노원구 덕릉로 662, 206호 (중계동, 주공3단지내상가)",외과,938-9491,0,2,0,0.0001096181224333,127.07327789541536,37.656603429714174
4962,4962,이홍석한의원,한의원,영업중,"서울특별시 노원구 마들로 111 (월계동, 삼호종합상가)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-973-7533,0,1,0,0.0001633127327386,127.06252574399151,37.62459058620905
4963,4963,연세내과의원,의원,영업중,"서울특별시 노원구 노해로 492, 501호,502호 (상계동)","내과, 소아청소년과",952-6671,0,4,0,0.0003403094610944,127.05979840804414,37.654440828961945
4964,4964,공봉택성형외과의원,의원,영업중,"서울특별시 노원구 노해로 490, 303호 (상계동, 길빌딩)",성형외과,932-6767,0,1,0,0.000126974325152,127.05953670168762,37.65438188833829
4965,4965,김희섭의원,의원,영업중,"서울특별시 노원구 석계로15길 9, 성북빌딩 4층 2호 (월계동)",내과,02-943-1706,0,1,0,0.0001767044133626,127.05816438328353,37.622640447842485
4966,4966,김덕치과의원,치과의원,영업중,"서울특별시 노원구 노원로 257, 인정빌딩 (하계동)",치과,977-7337,0,1,0,0.0,127.06984884504394,37.64026074997047
4967,4967,바른재활의학과의원,의원,영업중,"서울특별시 노원구 동일로 1066, 노원새마을금고 (공릉동)","내과, 신경과, 정형외과, 재활의학과",02-976-5454,0,1,0,0.000360424386561,127.07056194682283,37.625276994461046
4968,4968,장대국내과의원,의원,영업중,"서울특별시 노원구 노해로 452, 노빌리안골드 (상계동)",내과,02-934-9454,0,1,0,0.0006110114144437,127.05553751239016,37.65348789529189
4969,4969,현대가정의학과의원,의원,영업중,"서울특별시 노원구 동일로237나길 1, 1층 (상계동)",가정의학과,937-2636,0,1,0,0.000120397237806,127.05054722507438,37.67375547056289
4970,4970,강북이지함피부과의원,의원,영업중,"서울특별시 노원구 노해로 457, 은성빌딩 2층 (상계동)",피부과,939-4700,0,3,0,0.0004716319717696,127.05585456892358,37.65420432428489
4971,4971,박재순신경정신과의원,의원,영업중,"서울특별시 노원구 노해로 501, 304호 (상계동, 노원빌딩)","신경과, 정신건강의학과, 가정의학과",952-5200,0,1,0,0.0001492998827542,127.06066758091572,37.6552277225952
4972,4972,수정한의원,한의원,영업중,"서울특별시 노원구 동일로 1374, 미산빌딩 6층 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",02-932-3815,0,1,0,0.000729198020114,127.05889176528446,37.65130714813844
4973,4973,아름다운여성의원,의원,영업중,"서울특별시 노원구 한글비석로 383, 2층 201호,202호 (중계동, 삼창프라자)","산부인과, 피부과",936-0374,1,1,1,0.0002487052501142,127.06977059178708,37.65897034810771
4974,4974,수락신경외과의원,의원,영업중,"서울특별시 노원구 노해로 452, 401호,402호 (상계동)","내과, 외과, 정형외과, 신경외과, 소아청소년과, 비뇨의학과",3392-4582,0,4,0,0.000376373823375,127.05553751239016,37.65348789529189
4975,4975,김이비인후과의원,의원,영업중,"서울특별시 노원구 동일로 1669, 3층 (상계동, 삼천리수락프라자)",이비인후과,934-9034,0,1,0,0.000200582894366,127.051965932277,37.67747555684464
4976,4976,꿈동산치과의원,치과의원,영업중,"서울특별시 노원구 노해로 452, 501호,502호 (상계동, 노빌리안골드)",치과,952-2816,0,1,0,0.0003213455259134,127.05553751239016,37.65348789529189
4977,4977,다사랑산부인과의원,의원,영업중,"서울특별시 노원구 화랑로 321, 2층 (월계동, 건안빌딩)",산부인과,912-2518~9,4,1,4,0.0002710308077165,127.0606072591714,37.61469279357377
4978,4978,모모한의원,한의원,영업중,"서울특별시 노원구 동일로 1549, 3층 (상계동, 양성빌딩)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 사상체질과, 침구과",02-951-7512,0,1,0,0.0001900047455512,127.0539906651162,37.66671612487872
4979,4979,서울성형외과의원,의원,영업중,"서울특별시 노원구 노해로 482, 3층 (상계동, 덕영빌딩)",성형외과,02-3392-2222,0,1,0,0.0001407496692044,127.05884204944437,37.6542266456466
4980,4980,김영돈여성외과의원,의원,영업중,"서울특별시 노원구 동일로 1371, 5층 (상계동)",외과,952-8822,3,1,2,0.0005464828797046,127.05823069797972,37.65094550987023
4981,4981,제일정형외과의원,의원,영업중,서울특별시 노원구 화랑로 463 (공릉동),"내과, 정형외과, 신경외과, 피부과, 비뇨의학과, 영상의학과",976-4506,0,1,0,0.0008763968888549,127.07576185054776,37.61902710205621
4982,4982,장현대치과의원,치과의원,영업중,"서울특별시 노원구 수락산로 190, 202호 (상계동, 희락주상복합건물)",치과,02-951-2825,0,1,0,0.0009448168669404,127.0543403063572,37.67117860588088
4983,4983,배민득치과의원,치과의원,영업중,"서울특별시 노원구 월계로 370, 희성프라자 303호 (월계동)",치과,29786686,0,1,0,0.0001104585280387,127.05812385960336,37.63093561123347
4984,4984,박규희산부인과의원,의원,영업중,"서울특별시 노원구 동일로 1530, 204호 (상계동, 다모아빌딛)",산부인과,932-0700,0,1,0,0.0003112423889625,127.05517036134752,37.66507342016342
4985,4985,양영종치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1101 (공릉동, 하니빌딩)",치과,02-976-7528,0,1,0,0.0001695426960303,127.0683826111038,37.62814129637385
4986,4986,평화내과의원,의원,영업중,"서울특별시 노원구 화랑로 337, 5층 1호,2호 (월계동)",내과,919-8131,0,10,0,0.0006187394920752,127.0622393460096,37.61528425258585
4987,4987,상계예일내과의원,의원,영업중,"서울특별시 노원구 한글비석로 384, 313,314호 (중계동, 대호프라자)",내과,29308131,0,1,0,0.0002310201930283,127.07041392290752,37.65984142017503
4988,4988,박성제내과의원,의원,영업중,서울특별시 노원구 동일로 1545 (상계동),"내과, 소아청소년과, 이비인후과, 영상의학과, 진단검사의학과",932-3375,0,1,0,0.0002318788683207,127.05407806969282,37.66637994700107
4989,4989,연세피부과의원,의원,영업중,"서울특별시 노원구 동일로 1529, 301호 (상계동, 합동빌딩)",피부과,934-0998,0,1,0,0.0001336975699945,127.0544101993848,37.6650981326593
4990,4990,평화치과의원,치과의원,영업중,"서울특별시 노원구 공릉로46길 3, 2층 (공릉동, 공릉동평화타운)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-949-2875,0,1,0,0.0003964522094674,127.0762757842298,37.62718117491567
4991,4991,삼송한의원,한의원,영업중,"서울특별시 노원구 동일로 1078, 대경상운 2층 (공릉동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-978-8041,0,1,0,0.0001463036540744,127.07011261466816,37.62628426318223
4992,4992,선진한의원,한의원,영업중,"서울특별시 노원구 광운로 52, 세영전자학원 301호 (월계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 침구과",02-979-1025~6,0,1,0,0.0001565529485219,127.05682967610224,37.621924642755744
4993,4993,오승희산부인과의원,의원,영업중,"서울특별시 노원구 한글비석로 384, 308호 (중계동)",산부인과,938-3313,0,1,0,0.0001542509679508,127.07041392290752,37.65984142017503
4994,4994,닥터김의원,의원,영업중,"서울특별시 노원구 노원로 331, 203호 (중계동, 목련아파트 단지내상가)","내과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",978-5519,0,1,0,0.0001061834212638,127.06612007307344,37.64650863109585
4995,4995,홍치과의원,치과의원,영업중,"서울특별시 노원구 노원로 449, 명주빌딩 4층 (상계동)",치과,3391-2275,0,1,0,0.0002872542898367,127.06355378204304,37.65666731275432
4996,4996,약손한의원,한의원,영업중,"서울특별시 노원구 덕릉로 781, 2층 (상계동, 삼보빌딩)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과, 한방응급과",02-3391-1075,0,1,0,0.0001758640077573,127.0752981571858,37.66702474001161
4997,4997,희락서울가정의학과의원,의원,영업중,"서울특별시 노원구 수락산로 190, 203호 (상계동, 희락상가)","내과, 신경과, 외과, 소아청소년과, 이비인후과, 피부과",937-1982,0,1,0,0.0001794631361105,127.0543403063572,37.67117860588088
4998,4998,늘사랑의원,의원,영업중,"서울특별시 노원구 노원로16길 15, 상가동 1층 101,102,103호 (하계동, 중계주공9단지아파트)","내과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 비뇨의학과",02-979-0311,0,3,0,0.0001881777768439,127.0714604488023,37.64279789179498
4999,4999,허브치과의원,치과의원,영업중,"서울특별시 노원구 노해로 467, 교보빌딩 11층 (상계동)",치과,02-933-2854,0,1,0,0.00053471720123,127.05703710063256,37.65448142343917
5000,5000,기쁜가정의학과의원,의원,영업중,"서울특별시 노원구 노원로 257, 4층 (하계동)","내과, 신경과, 외과, 정형외과, 소아청소년과, 이비인후과, 피부과, 가정의학과",02-971-4913,0,1,0,0.0002857196361226,127.06984884504394,37.64026074997047
5001,5001,서울경희한의원,한의원,영업중,"서울특별시 노원구 동일로192길 10, 2층 (공릉동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-948-3933,0,1,0,0.0001242338720911,127.07088998308627,37.62571544122101
5002,5002,e-편한치과의원,치과의원,영업중,"서울특별시 노원구 동일로227길 26 (상계동, 상계주공15단지아파트)",치과,02-930-0028,0,1,0,0.0001539769226447,127.05083515953072,37.668783259194605
5003,5003,우리의원,의원,영업중,"서울특별시 노원구 상계로27길 7, 3,4층 (상계동, 중앙빌딩)","내과, 정신건강의학과, 외과, 정형외과, 마취통증의학과, 소아청소년과, 이비인후과, 피부과, 재활의학과, 가정의학과",233927575,0,1,0,0.0005772307630471,127.06772123198292,37.65891043774243
5004,5004,하얀J피부과의원,의원,영업중,"서울특별시 노원구 한글비석로 253, 304호 (중계동, 세신프라자빌딩)",피부과,02-933-3145,0,1,0,0.000184140176001,127.07346003442676,37.65042424238392
5005,5005,참사랑한의원,한의원,영업중,서울특별시 노원구 공릉로32길 4 (공릉동),"한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과",02-973-9373,0,1,0,0.0001791160120561,127.07645624634507,37.62198589255474
5006,5006,이고른치과의원,치과의원,영업중,"서울특별시 노원구 섬밭로 258, 5층 (중계동)",치과,949-1022,0,1,0,0.0002576025877184,127.06186442955212,37.63882671615135
5007,5007,서울H치과의원,치과의원,영업중,"서울특별시 노원구 노해로 485, 301호 (상계동, 금정빌딩)",치과,02-935-2882,0,3,0,0.0002085667476166,127.05904510640218,37.65487369046642
5008,5008,이원재한의원,한의원,영업중,"서울특별시 노원구 한글비석로 242, 3층 (중계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-952-1075,0,1,0,0.0002343087367013,127.07407328689588,37.64930968296671
5009,5009,시원한이비인후과의원,의원,영업중,"서울특별시 노원구 동일로204가길 34, 305호 (중계동, 씨앤미빌딩)","소아청소년과, 이비인후과",971-3631,0,1,0,0.0001585626140999,127.06534613940308,37.64074925355388
5010,5010,행복한피부과의원,의원,영업중,"서울특별시 노원구 노해로 485, 5층 (상계동, 금정빌딩)",피부과,29322255,0,1,0,0.0002133716753166,127.05904510640218,37.65487369046642
5011,5011,이스마일치과의원,치과의원,영업중,"서울특별시 노원구 덕릉로 730, 2층1호 (상계동, 상계불암 대림아파트상가)",치과,952-8020,0,1,0,0.0001698715503976,127.07426569985552,37.66321194924451
5012,5012,선정신과의원,의원,영업중,"서울특별시 노원구 동일로204가길 34, 307호 (중계동, 씨앤미복합빌딩)","내과, 신경과, 정신건강의학과",02-948-4482,0,1,0,0.0001395073304835,127.06534613940308,37.64074925355388
5013,5013,고은소아청소년과의원,의원,영업중,"서울특별시 노원구 공릉로59길 15, 3층 (하계동, 웅천상가)","내과, 소아청소년과, 이비인후과",974-4475,0,1,0,9.33581009391076e-05,127.0681694842622,37.63319654949897
5014,5014,조은치과의원,치과의원,영업중,"서울특별시 노원구 덕릉로 698, 2층 (중계동)",치과,952-8478,0,2,0,0.0002832714980549,127.07276752599638,37.65983813016969
5015,5015,열린이비인후과의원,의원,영업중,"서울특별시 노원구 공릉로 187, 301호 (공릉동, 건설빌딩)",이비인후과,3296-5075,0,1,0,0.0002586439598815,127.0760061580161,37.62644434483817
5016,5016,밴스의원,의원,영업중,"서울특별시 노원구 노해로 491, 중앙빌딩 3층 (상계동)","성형외과, 피부과",02-951-1603,0,1,0,0.0001669849398402,127.0597405494282,37.65502771341563
5017,5017,우리가족한의원,한의원,영업중,"서울특별시 노원구 동일로 1541, 201호 (상계동, 주공11단지상가)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과",02-934-3705,0,1,0,0.0001751514899614,127.05413672744454,37.66585558730016
5018,5018,소망한의원,한의원,영업중,"서울특별시 노원구 동일로 1402, 기업빌딩 5층 2호 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-930-6001,0,1,0,0.000210960076623,127.05827841568028,37.65375209563277
5019,5019,연세주치과의원,치과의원,영업중,"서울특별시 노원구 누원로 22 (상계동, 수락리버시티4단지 크로바프라자201호)","구강악안면외과, 치과보철과, 치과교정과, 소아치과, 치주과, 치과보존과, 구강내과, 영상치의학과, 구강병리과, 예방치과, 통합치의학과",02-933-2228,0,1,0,0.0001433622344558,127.05028437161404,37.68703485683055
5020,5020,기독한의원,한의원,영업중,"서울특별시 노원구 동일로 1379, 다모아빌딩 204호 (상계동)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-939-3330,0,1,0,0.0001455180575303,127.05798869729124,37.65180054758024
5021,5021,참사랑의원,의원,영업중,"서울특별시 노원구 누원로 22 (상계동, 수락리버시티4단지 크로바프라자203호)","내과, 소아청소년과, 이비인후과, 피부과",02-933-7575,0,1,0,0.0002057166764333,127.05028437161404,37.68703485683055
5022,5022,보스안과의원,의원,영업중,"서울특별시 노원구 한글비석로 264, 302호, 303호 (중계동)",안과,933-0019,1,1,1,0.0003501568224264,127.07427326512888,37.650974952242805
5023,5023,백내과의원,의원,영업중,"서울특별시 노원구 동일로 1003, 2층 (공릉동)",내과,977-3833,0,1,0,0.0001931654014147,127.07175838416808,37.61971087923804
5024,5024,필한의원,한의원,영업중,"서울특별시 노원구 덕릉로 730, 205호 (상계동, 상계불암대림아파트)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-936-9244,0,1,0,0.000177307313036,127.07426569985552,37.66321194924451
5025,5025,연세임플치과교정과치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1676, 4층 (상계동)",치과,932-2228,0,1,0,0.0003033864235214,127.0528295875698,37.67796216068808
5026,5026,경희정담한의원,한의원,영업중,"서울특별시 노원구 덕릉로 780, 2층 (상계동, 동아불암아파트상가)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",951-5575,0,1,0,0.0002386934615987,127.07679833998664,37.66695676992225
5027,5027,이대희서울치과의원,치과의원,영업중,"서울특별시 노원구 노해로 482, 3층 (상계동, 덕영빌딩)",치과,952-5030,0,2,0,0.0003252004298857,127.05884204944437,37.6542266456466
5028,5028,소재진한의원,한의원,영업중,"서울특별시 노원구 월계로 370, 304호 (월계동, 희성플라자)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 침구과",02-978-1075,0,2,0,0.0002440099405367,127.05812385960336,37.63093561123347
5029,5029,최비뇨기과의원,의원,영업중,서울특별시 노원구 동일로192길 87 (공릉동),비뇨의학과,977-7719,0,1,0,0.0001282897426212,127.07467387885217,37.627702793828966
5030,5030,태능성심정신건강의학과의원,의원,영업중,"서울특별시 노원구 동일로 987, 2층 (공릉동)","내과, 신경과, 정신건강의학과",979-5757,0,1,0,5.849953800528817e-05,127.07210581834327,37.61825783721948
5031,5031,서울하이치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1689, 204호 (상계동, 하이베라스)",치과,3391-8275,0,1,0,0.0003014498366918,127.05199633431089,37.67911938765613
5032,5032,스마트의원,의원,영업중,"서울특별시 노원구 노원로 330, 3층 (중계동, 롯데마트중계점)","내과, 소아청소년과, 이비인후과, 피부과",952-8866,0,1,0,0.0002318971380078,127.06738467760316,37.64729549992768
5033,5033,나무한의원,한의원,영업중,"서울특별시 노원구 노원로 330, 3층 (중계동, 롯데마트중계점)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",02-3392-1077,0,1,0,0.0001630569571196,127.0681999672642,37.64654837867785
5034,5034,에스엔(SN)재활의학과의원,의원,영업중,"서울특별시 노원구 월계로 370, 4층 402~404호 (월계동, 희성프라자)","내과, 신경과, 외과, 정형외과, 신경외과, 마취통증의학과, 소아청소년과, 피부과, 비뇨의학과, 재활의학과",02-949-7755,0,1,0,0.0007569314050896,127.05812385960336,37.63093561123347
5035,5035,상계대항외과의원,의원,영업중,"서울특별시 노원구 노해로 494, 602,603호 (상계동, 고려빌딩)","내과, 외과",939-0114,0,4,0,0.00029416023155,127.06010842018412,37.6545113601108
5036,5036,경희허브한의원,한의원,영업중,"서울특별시 노원구 중계로 160, 211호 (중계동, 화인상가)","한방내과, 한방부인과, 한방소아과, 한방안·이비인후·피부과, 한방신경정신과, 한방재활의학과, 사상체질과, 침구과",952-3177,0,1,0,0.0001332408278177,127.078452906129,37.649432596232415
5037,5037,백소아과의원,의원,영업중,"서울특별시 노원구 동일로 1689, 2층 (상계동, 하이베라스)",소아청소년과,02-933-1775,0,1,0,0.0001383928795721,127.05199633431089,37.67911938765613
5038,5038,서영택치과의원,치과의원,영업중,"서울특별시 노원구 월계로45길 21, 202호 (월계동, 롯데캐슬상가)",치과,996-7528,0,1,0,0.0001340081546748,127.0469021547498,37.6265471677602
5039,5039,세일정형외과의원,의원,영업중,"서울특별시 노원구 동일로203가길 29 (중계동, 브라운스톤중계)","내과, 외과, 정형외과, 신경외과",02-952-7770,0,1,0,0.0002823945530754,127.06136723309746,37.639936229552006
5040,5040,맑고밝은이비인후과의원,의원,영업중,"서울특별시 노원구 마들로 31, 204호 (월계동, 그랑빌@제주상가동)","내과, 소아청소년과, 안과, 이비인후과, 피부과",975-3308,0,1,0,0.0001779467520835,127.06567798749116,37.61780285250248
5041,5041,조세종치과의원,치과의원,영업중,"서울특별시 노원구 동일로 1541, 202호 (상계동, 상계주공아파트11단지종합상가)",치과,934-2828,0,1,0,0.0001026391019718,127.05413672744454,37.66585558730016
5042,5042,노원백비뇨기과의원,의원,영업중,"서울특별시 노원구 노해로 501, 501,602호 (상계동, 노원빌딩)","피부과, 비뇨의학과",02-931-6363,3,1,3,0.0004172431133556,127.06066758091572,37.6552277225952
5043,5043,서울리더스치과의원,치과의원,영업중,"서울특별시 노원구 화랑로 337, 2층 (월계동, 인현빌딩)",치과,6406-2275,0,1,0,0.0002504774097603,127.0622393460096,37.61528425258585
5044,5044,휴플러스치과의원,치과의원,영업중,"서울특별시 노원구 한글비석로 77, 2층 (하계동)",치과,974-2275,0,1,0,0.0003961964338484,127.0675744097551,37.63759570829967
